status,ami_serial,meter_key_normalized,matched_meter_docs,modified_meter_docs,candidate_existing_meter_serials,old_names,new_name,old_multipliers,new_multiplier,csv_multiplier,expected_multiplier_from_ct,suspicious_multiplier,region,device_no,readings_matched_or_modified
MATCHED_UPDATE,02777736,2777736,1,1,2777736,A1-370 TİCARİ 1 KAT,A1-370 TİCARİ 1 KAT,1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02777483,2777483,1,1,2777483,A1-371 TİCARİ 1 KAT GVS,A1-371 TİCARİ 1 KAT GVS,1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02777707,2777707,1,1,2777707,A1-372 TİCARİ 1 KAT,A1-372 TİCARİ 1 KAT,1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02778516,2778516,1,1,2778516,A1-373 TİCARİ 1 KAT,A1-373 TİCARİ 1 KAT,1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02777634,2777634,1,1,2777634,A1-374 TİCARİ 1 KAT,A1-374 TİCARİ 1 KAT,1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02778299,2778299,1,1,2778299,A1-375 TİCARİ 1 KAT (ALL NET CONSULTING),A1-375 TİCARİ 1 KAT (ALL NET CONSULTING),1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02778735,2778735,1,1,2778735,A1-376 TİCARİ 1 KAT,A1-376 TİCARİ 1 KAT,1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02778742,2778742,1,1,2778742,A1-377 TİCARİ 1 KAT,A1-377 TİCARİ 1 KAT,1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02778205,2778205,1,1,2778205,A1-378 TİCARİ 1 KAT (ALU MASTER),A1-378 TİCARİ 1 KAT (ALU MASTER),1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,02777641,2777641,1,1,2777641,A1-379 TİCARİ 1 KAT ,A1-379 TİCARİ 1 KAT,1,1,1,1,False,Kat 1-A1 KAT1 ELEKTRİK ODASI,MA-RF-3486-7013,0
MATCHED_UPDATE,MSY300267014,MSY300267014,1,1,MSY300267014,DÖHLER ORTAK ALAN,DÖHLER ORTAK ALAN,1,1,1,1,False,Kat 1-A3 TİCARİ GİRİŞ,MA-RF-3486-700F,224
MATCHED_UPDATE,MSY300265737,MSY300265737,1,1,MSY300265737,DÖHLER,DÖHLER 24,80,80,80,80,False,Kat 1-A3 TİCARİ GİRİŞ,MA-RF-3486-700F,234
MATCHED_UPDATE,MSY300265464,MSY300265464,1,1,MSY300265464,MAC FİT  30,MAC FİT  25-26,160,160,160,160,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,190
MATCHED_UPDATE,MSY300265461,MSY300265461,1,1,MSY300265461,MİGROS 35,MİGROS 35,80,80,80,80,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,186
MATCHED_UPDATE,MSY300265740,MSY300265740,1,1,MSY300265740,ZEKUBİ KUYUMCU,ZERKUBİ KUYUMCU 27,15,15,15,15,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,163
INSERTED,02386317,2386317,0,1,,,RİTİM SİWİM,,15,15,15,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,0
INSERTED,02385994,2385994,0,1,,,29 FUNDORA DEPO (RİTİM SİWİM YANI),,15,15,12.5,True,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,0
INSERTED,02386383,2386383,0,1,,,DÜRÜMLE 176,,25,25,25,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,0
INSERTED,02778295,2778295,0,1,,,ESKİ MAZAYA OFİS SAYACI,,1,1,1,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,0
MATCHED_UPDATE,AEL810028051,AEL810028051,1,1,AEL810028051,STATEMENT,STATEMENT 177,25,25,25,25,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,0
MATCHED_UPDATE,MSY300265463,MSY300265463,1,1,MSY300265463,AYUMİ SUSHİ,AYUMİ SUSHİ 179,15,15,15,15,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,192
MATCHED_UPDATE,MSY300265572,MSY300265572,1,1,MSY300265572,VODEFONE 110,VODEFONE 110,15,15,15,15,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,181
MATCHED_UPDATE,02777723,2777723,1,1,2777723,A3 TİCARİ ASANSÖR1 175,A3 TİCARİ ASANSÖR1 175,1,1,1,1,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,0
MATCHED_UPDATE,02778264,2778264,1,1,2778264,A3 TİCARİ ASANSÖR2 176,A3 TİCARİ ASANSÖR2 176,1,1,1,1,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,0
MATCHED_UPDATE,MSY300267472,MSY300267472,1,1,MSY300267472,TÜKCELL 111,TÜKCELL 111,1,1,1,1,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,164
MATCHED_UPDATE,MSY300266992,MSY300266992,1,1,MSY300266992,TÜRK TELEKOM,TÜRK TELEKOM,1,1,1,1,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,154
MATCHED_UPDATE,MSY300265653,MSY300265653,1,1,MSY300265653,DÖHLER ,DÖHLER 173-174-175-180,80,80,80,80,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,181
MATCHED_UPDATE,MSY300267458,MSY300267458,1,1,MSY300267458,DÖHLER 181 YENİ DÜKKAN (WC YANI SAĞ YÖN),DÖHLER 181 YENİ DÜKKAN (WC YANI SAĞ YÖN),1,1,1,1,False,B3-A3 B3 ELEKTRİK ODASI,MA-RF-3486-6DFB,165
MATCHED_UPDATE,AEL810043851,AEL810043851,1,1,AEL810043851,Trafo 1,"ANA TRAFO PANASU (TR 1)2 Jeneratör sıstıcı, gövde ve oda fanlar, redrisör, oda aydınlatma",20,20,20,20,False,B3-Trafo 1,MA-RF-3486-6DEE,0
MATCHED_UPDATE,AEL810044603,AEL810044603,1,1,AEL810044603,Trafo 2,"ANA TRAFO PANASU (TR 2)2 Jeneratör sıstıcı, gövde ve oda fanlar, redrisör, oda aydınlatma",20,20,20,20,False,B3-Trafo 2,MA-RF-3486-6DEE,0
MATCHED_UPDATE,MSY300265721,MSY300265721,1,1,MSY300265721,YANGIN POMPASI A2 A5 JET FAN (Vale enerjisi ayrıldıktan sonran avm ve konut 75%25 bölünmeye yine devam edilecek ,YANGIN POMPASI A2 A5 JET FAN,320,320,320,320,False,B3-A4 B3 JENERATÖR YANI1,MA-RF-3486-6DEE,126
MATCHED_UPDATE,AEL810027046,AEL810027046,1,1,AEL810027046,TİCARİ KAZAN,TİCARİ KAZAN,200,200,200,200,False,B3-A3 B3 JENERATÖR YANI2,MA-RF-3486-6DEE,0
MATCHED_UPDATE,MSY300265749,MSY300265749,1,1,MSY300265749,TİCARİ CH 1,TİCARİ CİLLER 1,160,160,160,160,False,B3-A3 B3 JENERATÖR YANI2,MA-RF-3486-6DEE,128
MATCHED_UPDATE,MSY300265647,MSY300265647,1,1,MSY300265647,TİCARİ CH 2,TİCARİ CİLLER 2,160,160,160,160,False,B3-A3 B3 JENERATÖR YANI2,MA-RF-3486-6DEE,131
MATCHED_UPDATE,MSY300265465,MSY300265465,1,1,MSY300265465,A3 A4 JET FAN,A3 A4 JET FAN,500,500,500,500,False,B3-A3 B3 JENERATÖR YANI2,MA-RF-3486-6DEE,132
INSERTED,02386333,2386333,0,1,,,Z-KA-5 161,,15,15,15,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-7014,0
MATCHED_UPDATE,MSY300265819,MSY300265819,1,1,MSY300265819,TOYZ SHOP 34,TOYZ SHOP 34   30-31-32-33,25,25,25,25,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-7014,135
INSERTED,02385962,2385962,0,1,,,NA TAMAAM DÜKKAN 169,,15,15,15,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-7014,0
MATCHED_UPDATE,MSY300267459,MSY300267459,1,1,MSY300267459,MESCİT 171,MESCİT 171,1,1,1,1,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-7014,137
MATCHED_UPDATE,02777725,2777725,1,1,2777725,A5 TİCARİ ASANSÖR1 172,A5 TİCARİ ASANSÖR1 172,1,1,1,1,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-700C,0
MATCHED_UPDATE,02777718,2777718,1,1,2777718,A5 TİCARİ ASANSÖR2 173,A5 TİCARİ ASANSÖR2 173,1,1,1,1,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-700C,0
MATCHED_UPDATE,MSY300267031,MSY300267031,1,1,MSY300267031,WATSONS,WATSONS 34,1,1,1,1,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-7014,135
MATCHED_UPDATE,02776620,2776620,1,1,2776620, A5 TİCARİ OFİS 48,A5 T.OFİS 48,1,1,1,1,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-700C,0
MATCHED_UPDATE,02776366,2776366,1,1,2776366, A5 TİCARİ OFİS 49,A5 T.OFİS 49,1,1,1,1,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-700C,0
MATCHED_UPDATE,01445451,1445451,1,1,1445451, A5 TİCARİ OFİS 50,A5 T.OFİS 50,1,1,1,1,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-700C,0
MATCHED_UPDATE,02776459,2776459,1,1,2776459, A5 TİCARİ OFİS 51,A5 T.OFİS 51,1,1,1,1,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-700C,0
MATCHED_UPDATE,02777101,2777101,1,1,2777101, A5 TİCARİ OFİS 52,A5 T.OFİS 52,1,1,1,1,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-700C,0
MATCHED_UPDATE,05070283,5070283,1,1,5070283, A5 T.OFİS 53 B-1 TİCARİ KAT (CARGOMOST LOGISTİC),A5 T.OFİS 53,1,1,1,1,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-700C,0
MATCHED_UPDATE,05070396,5070396,1,1,5070396, A5 T.OFİS 54 B-1 TİCARİ KAT (AKADEMİ MÜHENDİSLİK),A5 T.OFİS 54,1,1,1,1,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-700C,0
INSERTED,02386010,2386010,0,1,,,NA TAMAAM DÜKKAN 4,,15,15,25,True,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-7014,0
MATCHED_UPDATE,MSY300265639,MSY300265639,1,1,MSY300265639,GARAJ FORM D-6,GARAJ FORM B-3 D-6,15,15,15,15,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-7014,133
MATCHED_UPDATE,MSY300265748,MSY300265748,1,1,MSY300265748,GARAJ FORM D-7,GARAJ FORM B-3 D-7,15,15,15,15,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-7014,136
MATCHED_UPDATE,MSY300265825,MSY300265825,1,1,MSY300265825,GARAJ FORM D-8,GARAJ FORM B-3 D-8,15,15,15,15,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-7014,137
MATCHED_UPDATE,MSY300265965,MSY300265965,1,1,MSY300265965,GARAJ FORM D-9,GARAJ FORM B-3 D-9,15,15,15,15,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-7014,136
MATCHED_UPDATE,MSY300265820,MSY300265820,1,1,MSY300265820,GARAJ FORM D-10,GARAJ FORM B-3 D-10,15,15,15,15,False,B4-A5 B4 ELEKTRİK ODASI A5 ASANSÖR ARKASI,MA-RF-3486-7014,134
